"file","parser","ok","error","warnings","n_rows"
"NM_0_003_396.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_396.lst","ofv",TRUE,NA,NA,NA
"NM_0_003_396.lst","condn",TRUE,NA,NA,NA
"NM_0_003_4099.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_003_4099.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_4099.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_4099.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_4099.lst","ofv",TRUE,NA,NA,NA
"NM_0_003_4099.lst","condn",TRUE,NA,NA,NA
"NM_0_003_4260.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_003_4260.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_4260.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_4260.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_4260.lst","ofv",TRUE,NA,NA,NA
"NM_0_003_4260.lst","condn",TRUE,NA,NA,NA
"NM_0_003_4421.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_003_4421.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_4421.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_4421.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_4421.lst","ofv",TRUE,NA,NA,NA
"NM_0_003_4421.lst","condn",TRUE,NA,NA,NA
"NM_0_003_4582.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_003_4582.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_4582.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_4582.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_4582.lst","ofv",TRUE,NA,NA,NA
"NM_0_003_4582.lst","condn",TRUE,NA,NA,NA
"NM_0_003_4743.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_003_4743.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_4743.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_4743.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_4743.lst","ofv",TRUE,NA,NA,NA
"NM_0_003_4743.lst","condn",TRUE,NA,NA,NA
"NM_0_003_557.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_003_557.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_557.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_557.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_557.lst","ofv",TRUE,NA,NA,NA
"NM_0_003_557.lst","condn",TRUE,NA,NA,NA
"NM_0_003_718.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_003_718.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_718.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_718.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_718.lst","ofv",TRUE,NA,NA,NA
"NM_0_003_718.lst","condn",TRUE,NA,NA,NA
"NM_0_003_879.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_003_879.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_879.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_879.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_003_879.lst","ofv",TRUE,NA,NA,NA
"NM_0_003_879.lst","condn",TRUE,NA,NA,NA
"NM_0_0030.lst","read_lst_file",TRUE,NA,NA,557
"NM_0_0030.lst","thetas",TRUE,NA,NA,3
"NM_0_0030.lst","etas",TRUE,NA,NA,1
"NM_0_0030.lst","sigmas",TRUE,NA,NA,1
"NM_0_0030.lst","ofv",TRUE,NA,NA,NA
"NM_0_0030.lst","condn",TRUE,NA,NA,NA
"NM_0_0031.lst","read_lst_file",TRUE,NA,NA,616
"NM_0_0031.lst","thetas",TRUE,NA,NA,5
"NM_0_0031.lst","etas",TRUE,NA,NA,1
"NM_0_0031.lst","sigmas",TRUE,NA,NA,1
"NM_0_0031.lst","ofv",TRUE,NA,NA,NA
"NM_0_0031.lst","condn",TRUE,NA,NA,NA
"NM_0_0032.lst","read_lst_file",TRUE,NA,NA,580
"NM_0_0032.lst","thetas",TRUE,NA,NA,5
"NM_0_0032.lst","etas",TRUE,NA,NA,1
"NM_0_0032.lst","sigmas",TRUE,NA,NA,1
"NM_0_0032.lst","ofv",TRUE,NA,NA,NA
"NM_0_0032.lst","condn",TRUE,NA,NA,NA
"NM_0_0033.lst","read_lst_file",TRUE,NA,NA,580
"NM_0_0033.lst","thetas",TRUE,NA,NA,5
"NM_0_0033.lst","etas",TRUE,NA,NA,1
"NM_0_0033.lst","sigmas",TRUE,NA,NA,1
"NM_0_0033.lst","ofv",TRUE,NA,NA,NA
"NM_0_0033.lst","condn",TRUE,NA,NA,NA
"NM_0_0034.lst","read_lst_file",TRUE,NA,NA,607
"NM_0_0034.lst","thetas",TRUE,NA,NA,7
"NM_0_0034.lst","etas",TRUE,NA,NA,1
"NM_0_0034.lst","sigmas",TRUE,NA,NA,1
"NM_0_0034.lst","ofv",TRUE,NA,NA,NA
"NM_0_0034.lst","condn",TRUE,NA,NA,NA
"NM_0_0035.lst","read_lst_file",TRUE,NA,NA,606
"NM_0_0035.lst","thetas",TRUE,NA,NA,7
"NM_0_0035.lst","etas",TRUE,NA,NA,1
"NM_0_0035.lst","sigmas",TRUE,NA,NA,1
"NM_0_0035.lst","ofv",TRUE,NA,NA,NA
"NM_0_0035.lst","condn",TRUE,NA,NA,NA
"NM_0_0036.lst","read_lst_file",TRUE,NA,NA,646
"NM_0_0036.lst","thetas",TRUE,NA,NA,7
"NM_0_0036.lst","etas",TRUE,NA,NA,1
"NM_0_0036.lst","sigmas",TRUE,NA,NA,1
"NM_0_0036.lst","ofv",TRUE,NA,NA,NA
"NM_0_0036.lst","condn",TRUE,NA,NA,NA
"NM_0_0037.lst","read_lst_file",TRUE,NA,NA,557
"NM_0_0037.lst","thetas",TRUE,NA,NA,3
"NM_0_0037.lst","etas",TRUE,NA,NA,1
"NM_0_0037.lst","sigmas",TRUE,NA,NA,1
"NM_0_0037.lst","ofv",TRUE,NA,NA,NA
"NM_0_0037.lst","condn",TRUE,NA,NA,NA
"NM_0_0038.lst","read_lst_file",TRUE,NA,NA,557
"NM_0_0038.lst","thetas",TRUE,NA,NA,3
"NM_0_0038.lst","etas",TRUE,NA,NA,1
"NM_0_0038.lst","sigmas",TRUE,NA,NA,1
"NM_0_0038.lst","ofv",TRUE,NA,NA,NA
"NM_0_0038.lst","condn",TRUE,NA,NA,NA
"NM_0_0039.lst","read_lst_file",TRUE,NA,NA,557
"NM_0_0039.lst","thetas",TRUE,NA,NA,3
"NM_0_0039.lst","etas",TRUE,NA,NA,1
"NM_0_0039.lst","sigmas",TRUE,NA,NA,1
"NM_0_0039.lst","ofv",TRUE,NA,NA,NA
"NM_0_0039.lst","condn",TRUE,NA,NA,NA
"NM_0_004.lst","read_lst_file",TRUE,NA,NA,580
"NM_0_004.lst","thetas",TRUE,NA,NA,5
"NM_0_004.lst","etas",TRUE,NA,NA,1
"NM_0_004.lst","sigmas",TRUE,NA,NA,1
"NM_0_004.lst","ofv",TRUE,NA,NA,NA
"NM_0_004.lst","condn",TRUE,NA,NA,NA
"NM_0_004_1041.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_1041.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_1041.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_1041.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_1041.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_1041.lst","condn",TRUE,NA,NA,NA
"NM_0_004_1202.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_1202.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_1202.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_1202.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_1202.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_1202.lst","condn",TRUE,NA,NA,NA
"NM_0_004_123.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_123.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_123.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_123.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_123.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_123.lst","condn",TRUE,NA,NA,NA
"NM_0_004_1363.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_1363.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_1363.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_1363.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_1363.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_1363.lst","condn",TRUE,NA,NA,NA
"NM_0_004_1524.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_1524.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_1524.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_1524.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_1524.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_1524.lst","condn",TRUE,NA,NA,NA
"NM_0_004_1685.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_1685.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_1685.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_1685.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_1685.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_1685.lst","condn",TRUE,NA,NA,NA
"NM_0_004_1846.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_1846.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_1846.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_1846.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_1846.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_1846.lst","condn",TRUE,NA,NA,NA
"NM_0_004_2007.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_2007.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2007.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2007.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2007.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_2007.lst","condn",TRUE,NA,NA,NA
"NM_0_004_2168.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_2168.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2168.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2168.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2168.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_2168.lst","condn",TRUE,NA,NA,NA
"NM_0_004_2329.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_2329.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2329.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2329.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2329.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_2329.lst","condn",TRUE,NA,NA,NA
"NM_0_004_236.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_236.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_236.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_236.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_236.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_236.lst","condn",TRUE,NA,NA,NA
"NM_0_004_2490.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_2490.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2490.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2490.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2490.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_2490.lst","condn",TRUE,NA,NA,NA
"NM_0_004_2651.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_2651.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2651.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2651.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2651.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_2651.lst","condn",TRUE,NA,NA,NA
"NM_0_004_2812.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_2812.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2812.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2812.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2812.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_2812.lst","condn",TRUE,NA,NA,NA
"NM_0_004_2973.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_2973.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2973.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2973.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_2973.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_2973.lst","condn",TRUE,NA,NA,NA
"NM_0_004_3134.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_3134.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_3134.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_3134.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_3134.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_3134.lst","condn",TRUE,NA,NA,NA
"NM_0_004_3295.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_3295.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_3295.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_3295.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_3295.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_3295.lst","condn",TRUE,NA,NA,NA
"NM_0_004_3456.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_3456.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_3456.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_3456.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_3456.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_3456.lst","condn",TRUE,NA,NA,NA
"NM_0_004_3617.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_3617.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_3617.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_3617.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_3617.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_3617.lst","condn",TRUE,NA,NA,NA
"NM_0_004_3778.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_3778.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_3778.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_3778.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_3778.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_3778.lst","condn",TRUE,NA,NA,NA
"NM_0_004_3939.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_3939.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_3939.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_3939.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_3939.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_3939.lst","condn",TRUE,NA,NA,NA
"NM_0_004_397.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_397.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_397.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_397.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_397.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_397.lst","condn",TRUE,NA,NA,NA
"NM_0_004_4100.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_4100.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_4100.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_4100.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_4100.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_4100.lst","condn",TRUE,NA,NA,NA
"NM_0_004_4261.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_4261.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_4261.lst","etas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_4261.lst","sigmas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
"NM_0_004_4261.lst","ofv",TRUE,NA,NA,NA
"NM_0_004_4261.lst","condn",TRUE,NA,NA,NA
"NM_0_004_4422.lst","read_lst_file",TRUE,NA,NA,75
"NM_0_004_4422.lst","thetas",FALSE,"Could not detect a known estimation method in this lst file.
Supported: FOCE-I, FOCE, FO, SAEM, IMP, IMPMAP, Bayesian.",NA,NA
